generated_id,style,source_answer_id,source_question_id,crop,state,district,season,domain,generated_question,generated_answer,generated_question_en,generated_answer_en,source,seed_question,style_call_number,timestamp
si_v3_paraph_69b4f872_11,paraphrase_timing_focused,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,When should seed treatment with Pseudomonas fluorescens be done for peas?,Treat the seed with 15 g of Talc based formulation of Pseudomonas fluorescens per kg seed before sowing.,,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,1,2026-04-10T09:19:32.931634
si_v3_paraph_69b4f872_12,paraphrase_regional_hindi,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,Peas ki fasal mein kya root rot ke kya ilaj hai?,"Root rot ke ilaj ke liye 15 g Pseudomonas fluorescens talc based formulation per kg seed ka upyog karein. Aise management strategies ka upyog karein jaise crop rotation, well-drained fields ka upyog, seedling damping-off ke upar dhey, aur soil health ko improve karein.",,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,1,2026-04-10T09:19:34.097076
si_v3_paraph_69b4f872_13,paraphrase_formal,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,"What are the common root diseases that affect pea crops, and what are the recommended practices for their management through crop rotation?","Root diseases in pea crops are among the most destructive problems affecting pea cultivation, causing significant yield losses and plant mortality. The primary root diseases affecting peas include root rot, caused by Fusarium oxysporum and Rhizoctonia solani. These soil-borne fungal pathogens attack the root system, compromising the plant's ability to absorb water and nutrients, ultimately leading to stunted growth, wilting, and plant death. The severity of root diseases increases under conditions of poor drainage, heavy clay soils, continuous pea cropping, and soil temperatures between 15-28°C with high moisture levels. Integrated disease management includes: - Implementing a crop rotation of at least 3-4 years with non-leguminous crops such as cereals, brassicas, or onions to reduce soil-borne pathogen populations.",,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,2,2026-04-10T09:19:35.885411
si_v3_paraph_69b4f872_14,paraphrase_farmer_style,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,khet me peas kyun kam ho rahi hai? kya kuch root bimari hai jo khet ko kharab karte hain?,"root bimari peas me sabse zyada hoti hai jiske karan phal ki kho jata hai. isme root rot hota hai jo fusarium oxysporum aur rhizoctonia solani ke karan hota hai. yeh soil me jaanwar hote hain jo akal ko kharab kar deta hai. aapko 3-4 saal tak kisi bhi non-leguminous fasal jaise chawal, sabji ya piaz ke saath crop rotation karna chahiye. aapko thik se paani jalane wale khet chunna chahiye. seed ko 15 g talc based formulation of pseudomonas fluorescens per kg seed ke saath chhapana chahiye.",,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,2,2026-04-10T09:19:37.655222
si_v3_paraph_69b4f872_15,paraphrase_short,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,How long should crop rotation be for pea root disease control?,Crop rotation with non-leguminous crops should last at least 3-4 years to reduce soil-borne pathogens causing root diseases in peas.,,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,2,2026-04-10T09:19:38.639724
si_v3_paraph_69b4f872_16,paraphrase_problem_description,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,"My pea plants are not growing well, and the roots look dark and soft — what should I do?",The issue is likely root rot caused by soil-borne fungi. Rotate crops for at least 3-4 years with non-leguminous plants like cereals or onions. Use well-drained fields and avoid overwatering.,,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,2,2026-04-10T09:19:39.650336
si_v3_paraph_69b4f872_17,paraphrase_followup,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,"How long should the crop rotation be for peas, and what crops should be included?","Implement a crop rotation of at least 3-4 years with non-leguminous crops such as cereals, brassicas, or onions to reduce soil-borne pathogen populations.",,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,2,2026-04-10T09:19:40.600274
si_v3_paraph_69b4f872_18,paraphrase_yes_no,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,Is crop rotation for at least 3-4 years recommended to manage root diseases in peas?,"Yes. Integrated Disease Management recommends implementing a crop rotation of at least 3-4 years with non-leguminous crops such as cereals, brassicas, or onions to reduce soil-borne pathogen populations.",,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,2,2026-04-10T09:19:41.664754
si_v3_paraph_69b4f872_19,paraphrase_preventive,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,How can root diseases in peas be prevented through crop rotation practices?,"Root diseases in peas can be prevented by implementing a crop rotation of at least 3-4 years with non-leguminous crops such as cereals, brassicas, or onions to reduce soil-borne pathogen populations.",,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,2,2026-04-10T09:19:42.672474
si_v3_paraph_69b4f872_20,paraphrase_comparison,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,How does crop rotation for pea cultivation compare in duration and effectiveness against root diseases?,"Crop rotation for pea cultivation should last at least 3-4 years with non-leguminous crops such as cereals, brassicas, or onions to reduce soil-borne pathogen populations.",,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,2,2026-04-10T09:19:43.733821
si_v3_paraph_69b4f872_21,paraphrase_cause,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,What causes root diseases in peas and how does crop rotation help in managing them?,"Root diseases in peas are caused by soil-borne fungal pathogens such as Fusarium oxysporum and Rhizoctonia solani, which attack the root system, leading to darkened, water-soaked roots that turn brown to black, root decay, and stunted growth. These diseases are worsened by continuous pea cropping and poor drainage. Crop rotation for at least 3-4 years with non-leguminous crops like cereals, brassicas, or onions helps reduce the buildup of these pathogens in the soil.",,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,2,2026-04-10T09:19:45.026043
si_v3_paraph_69b4f872_22,paraphrase_quantity_focused,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,How long should the crop rotation period be for peas to manage root diseases effectively?,"Integrated Disease Management: - Implement a crop rotation of at least 3-4 years with non-leguminous crops such as cereals, brassicas, or onions to reduce soil-borne pathogen populations.",,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,2,2026-04-10T09:19:45.989743
si_v3_paraph_69b4f872_24,paraphrase_regional_hindi,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,Peas ki fasal me kya kheti kharabiyon ka sabse zyada kya karan hota hai aur unke khud kaise kare?,"Peas ki fasal me root rot sabse zyada kharabiyon me hoti hai, jo Fusarium oxysporum aur Rhizoctonia solani ke karan hoti hai. Iske ilaj ke liye 3-4 saal tak kheer, sarda, ya pyaj jaise non-leguminous crops ke saath crop rotation karna chahiye. Sath hi, well-drained fields chunne, badla ki kheti karna, aur seed ko Pseudomonas fluorescens se chhapana chahiye.",,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,2,2026-04-10T09:19:48.090448
si_v3_paraph_69b4f872_25,paraphrase_formal,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,What is the optimal timing for applying management practices to control root diseases in pea cultivation?,"To effectively manage root diseases in pea cultivation, the timing of various management practices is crucial. Crop rotation should be planned to ensure a gap of at least 3-4 years between consecutive pea crops. Soil preparation and land leveling should be done before the sowing season to ensure proper drainage. Seed treatment with a Talc-based formulation of Pseudomonas fluorescens should be carried out before sowing. Sowing dates should be adjusted to avoid periods of high soil moisture and temperature that are favorable for pathogen development. Additionally, deep summer plowing should be conducted to expose soil pathogens to solar heat and desiccation.",,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,3,2026-04-10T09:19:49.669232
si_v3_paraph_69b4f872_26,paraphrase_farmer_style,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,"khet me peas ke root bimari ho rahi hai, kaise samajh paye aur kis time par dawai laga sakte hai?","root bimari peas me jal ki problem ho sakti hai, jisme jangal me pata nahi kaise laga sakte hai. root rot jab hote hai to khet me paise ka root kharab ho jata hai. iske liye aap 3-4 saal tak kisi aur fasal jaise chawal, sardaana ya pyaz ke saath khet me chalana chahiye. aap khet me paise ki seed ko thodi der tak chhap ke rakh sakte hai. aap seed ko 15 gram Pseudomonas fluorescens ke sath laga sakte hai. aap khet me paise ki seed ko uthane se pahle thodi der tak chhap ke rakh sakte hai. aap khet me paise ki seed ko thodi der tak chhap ke rakh sakte hai.",,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,3,2026-04-10T09:19:51.587491
si_v3_paraph_69b4f872_27,paraphrase_short,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,When should Pseudomonas fluorescens be applied for pea root disease?,Apply 15 g of Talc based formulation of Pseudomonas fluorescens per kg of seed before sowing. Adjust sowing dates to avoid high soil moisture and temperature favorable for pathogen development.,,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,3,2026-04-10T09:19:52.562415
si_v3_paraph_69b4f872_29,paraphrase_followup,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,When is the best time to apply the Pseudomonas fluorescens treatment for peas?,The seed should be treated with 15 g of Talc based formulation of Pseudomonas fluorescens per kg seed before sowing.,,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,3,2026-04-10T09:19:54.097610
si_v3_paraph_69b4f872_30,paraphrase_yes_no,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,Is it necessary to treat pea seeds with a Talc-based formulation of Pseudomonas fluorescens before sowing?,"Yes, the seed should be treated with 15 g of Talc based formulation of Pseudomonas fluorescens per kg seed before sowing as part of the integrated disease management strategy.",,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,3,2026-04-10T09:19:55.218410
si_v3_paraph_69b4f872_31,paraphrase_preventive,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,How can the timing of seed application help prevent root diseases in peas?,Adjust sowing dates to avoid periods of high soil moisture and temperature favorable for pathogen development.,,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,3,2026-04-10T09:19:56.050001
si_v3_paraph_69b4f872_32,paraphrase_comparison,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,When is the best time to apply Pseudomonas fluorescens for managing root diseases in peas?,The seed should be treated with 15 g of Talc based formulation of Pseudomonas fluorescens per kg seed before sowing.,,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,3,2026-04-10T09:19:56.970686
si_v3_paraph_69b4f872_33,paraphrase_cause,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,Why does the timing of seed application affect root diseases in peas?,"The timing of seed application affects root diseases in peas because it influences the environmental conditions that favor pathogen development. Root diseases are more severe under high soil moisture and temperatures between 15-28°C. Adjusting sowing dates to avoid periods of high soil moisture and temperature can reduce the risk of root diseases. Applying seeds at the right time helps ensure that plants establish in more favorable conditions, reducing the likelihood of infection by soil-borne pathogens like Fusarium oxysporum and Rhizoctonia solani.",,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,3,2026-04-10T09:19:58.352565
si_v3_paraph_69b4f872_35,paraphrase_timing_focused,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,When should Pseudomonas fluorescens be applied for managing root diseases in peas?,Treat the seed with 15 g of Talc based formulation of Pseudomonas fluorescens per kg seed before sowing.,,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,3,2026-04-10T09:19:59.823010
si_v3_paraph_69b4f872_36,paraphrase_regional_hindi,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,Peas ki fasal me root rot ke kya ilaj hai aur kis waqt apply karna chahiye?,Peas ki fasal me root rot ke liye 15 g Talc based formulation of Pseudomonas fluorescens per kg seed ka istemal kiya jaye. Seed ko seedling ke shuruaat me apply karna chahiye taki root rot ki bimari ko rok diya jaye.,,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,3,2026-04-10T09:20:01.005151
si_v3_paraph_69b4f872_37,paraphrase_formal,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,What are the common root diseases that affect pea crops and what are the recommended management practices for their control?,"Root diseases in pea crops are a major constraint in pea cultivation, leading to substantial yield losses and plant death. The primary root diseases affecting peas include root rot, which is caused by Fusarium oxysporum and Rhizoctonia solani. These pathogens are soil-borne and attack the root system, affecting the plant's ability to absorb water and nutrients, resulting in stunted growth, wilting, and plant mortality. Symptoms of root diseases in peas are observed both above and below ground. Above-ground symptoms include yellowing of lower leaves, stunted plant growth, wilting during hot periods, and premature plant death. Below-ground symptoms include darkened, water-soaked roots that turn brown to black, root decay, reduced root mass, and absence of healthy white root tips. In cases of Fusarium root rot, the vascular tissue shows reddish-brown discoloration extending into the stem base. Seedling damping-off may also occur in severe cases. The severity of these diseases is influenced by factors such as poor drainage, heavy clay soils, continuous pea cropping, and soil temperatures between 15-28°C with high moisture levels. The following management strategies are recommended: 1. Implement a crop rotation of at least 3-4 years with non-leguminous crops such as cereals, brassicas, or onions to reduce pathogen buildup in the soil. 2. Select fields with good drainage and proper soil structure, avoiding low-lying areas prone to waterlogging. 3. Improve soil drainage through proper land preparation, including raised bed cultivation. 4. Use certified disease-free seeds and treat them with 15 g of Talc-based formulation of Pseudomonas fluorescens per kg of seed before sowing. 5. Practice deep summer plowing to expose soil pathogens to solar heat and desiccation. 6. Maintain optimal plant spacing to enhance air circulation and reduce humidity around the root zone. 7. Remove and destroy infected plant debris to prevent the spread of pathogens. 8. Avoid excessive irrigation and use drip or furrow irrigation methods instead of flood irrigation. 9. Incorporate well-decomposed organic matter to improve soil health and promote beneficial microbial activity. 10. Adjust sowing dates to avoid periods of high soil moisture and temperature that are favorable for pathogen development.",,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,4,2026-04-10T09:20:04.249062
si_v3_paraph_69b4f872_38,paraphrase_farmer_style,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,khet me jeene wale peas ke root kis bimari se hoti hai aur unka kaise nivaran kare?,"peas ke root me root rot hoti hai jo fusarium oxysporum aur rhizoctonia solani ke karan hoti hai. is bimari ke alawa kuch aur root bimari bhi ho sakti hai. iske liye aap khet me 3-4 saal tak kisi bhi leguminous fasal ko nahi lagaye. aap jhilmil wale khet chuney, jisme pani bad me nahi rehaye. aap seed ko 15 g talc based formulation of pseudomonas fluorescens per kg seed ke sath chhaan lo. aap khet me well-decomposed organic matter jor do. aap furrow ya drip irrigation ka upyog kare, jisme pani jyada na lage. aap khet me badhiya drainage banao. aap seed ko bhi disease-free chuney.",,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,4,2026-04-10T09:20:06.331961
si_v3_paraph_69b4f872_39,paraphrase_short,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,How to manage pea root rot?,Use crop rotation with non-legumes for 3-4 years. Apply Pseudomonas fluorescens (15g/kg seed) and avoid flood irrigation. Choose well-drained fields and remove infected plants.,,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,4,2026-04-10T09:20:07.307335
si_v3_paraph_69b4f872_40,paraphrase_problem_description,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,"My pea plants are not growing well, and the roots look dark and soft — what could be the issue?",The issue may be root rot caused by soil-borne fungi. Ensure good drainage and avoid waterlogging. Use certified seeds and rotate crops with non-leguminous plants.,,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,4,2026-04-10T09:20:08.379442
si_v3_paraph_69b4f872_41,paraphrase_followup,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,How does soil condition affect the occurrence of root diseases in peas?,"The severity of root diseases increases under conditions of poor drainage, heavy clay soils, continuous pea cropping, and soil temperatures between 15-28°C with high moisture levels.",,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,4,2026-04-10T09:20:09.299614
si_v3_paraph_69b4f872_42,paraphrase_yes_no,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,Is drip irrigation an effective method for managing root diseases in peas?,Yes. The seed answer mentions that avoiding excessive irrigation and implementing drip or furrow irrigation methods rather than flood irrigation is part of the integrated disease management strategy for root diseases in peas.,,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,4,2026-04-10T09:20:10.224288
si_v3_paraph_69b4f872_43,paraphrase_preventive,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,How can soil conditions be managed to prevent root diseases in peas?,"To prevent root diseases in peas, manage soil conditions by selecting well-drained fields with good soil structure, avoiding low-lying areas prone to waterlogging, and improving soil drainage through proper land preparation, including raised bed cultivation. Incorporate well-decomposed organic matter to improve soil health and beneficial microbial populations.",,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,4,2026-04-10T09:20:11.369712
si_v3_paraph_69b4f872_44,paraphrase_comparison,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,"Which irrigation method is better for managing root diseases in peas, drip or flood irrigation?",The seed suggests avoiding excessive irrigation and implementing drip or furrow irrigation methods rather than flood irrigation for managing root diseases in peas.,,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,4,2026-04-10T09:20:12.296300
si_v3_paraph_69b4f872_45,paraphrase_cause,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,Why do pea roots get affected by diseases under certain soil conditions?,"Pea roots get affected by diseases under certain soil conditions because soil-borne fungal pathogens like Fusarium oxysporum and Rhizoctonia solani attack the root system. These pathogens thrive in poor drainage, heavy clay soils, continuous pea cropping, and soil temperatures between 15-28°C with high moisture levels. The diseases cause darkened, water-soaked roots that turn brown to black, root decay and rot, and reduced root mass, which compromises the plant's ability to absorb water and nutrients, leading to stunted growth, wilting, and plant death.",,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,4,2026-04-10T09:20:13.809227
si_v3_paraph_69b4f872_46,paraphrase_quantity_focused,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,What is the recommended dosage of Pseudomonas fluorescens for treating pea seeds?,Treat the seed with 15 g of Talc based formulation of Pseudomonas fluorescens per kg seed before sowing.,,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,4,2026-04-10T09:20:14.715894
si_v3_paraph_69b4f872_47,paraphrase_timing_focused,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,When should farmers apply Pseudomonas fluorescens to manage root diseases in peas?,Treat the seed with 15 g of Talc based formulation of Pseudomonas fluorescens per kg seed before sowing.,,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,4,2026-04-10T09:20:15.627128
si_v3_paraph_69b4f872_48,paraphrase_regional_hindi,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,Pees ke khet mein kya root rot ki bimari hoti hai aur uska kya ilaj hai?,Pees ke khet mein root rot ki bimari Fusarium oxysporum aur Rhizoctonia solani ke karan hoti hai. Is bimari ke ilaj ke liye 3-4 saal tak non-leguminous crops ke saath crop rotation karna chahiye. Acha drainage wale khet chunen aur khet mein badla khudayi karein. Bimari ke liye seed ko Pseudomonas fluorescens ke 15 g talc-based formulation ke saath chhakar dene ka suggesion diya gaya hai.,,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,4,2026-04-10T09:20:17.248802
